CustomerID,Age,Gender,Tenure,MonthlyCharges,ServiceUsage,ContractType,PaymentMethod,CustomerSupportCalls,ChurnCategory
CUST00057,54.04626037044292,Male,11.470444927403623,76.22417844104093,12.803891906090708,Month-to-Month,Credit Card,2.0,Low Risk
CUST00058,45.693063997636884,Male,1.0,135.10913160302826,2.7650926517224805,Two-Year,Bank Transfer,0.0,Medium Risk
CUST00059,54.06816349596126,Female,24.05195464065443,53.513443433383244,1.0,Two-Year,Electronic Check,3.0,Low Risk
CUST00060,58.0790518080247,Female,23.676607502637644,,16.037315455650077,Month-to-Month,Credit Card,1.0,Low Risk
CUST00061,19.011852790896196,Female,19.716086615492898,64.67618283376316,20.370684319562884,One-Year,Credit Card,1.0,Low Risk
CUST00062,43.53673810434838,Male,16.309402365269584,70.48680350347696,7.1964912138935135,,Credit Card,3.0,Low Risk
CUST00063,50.011299204151285,Male,23.640777860156966,79.96317047955442,1.0,One-Year,Mailed Check,2.0,Low Risk
CUST00064,42.34010207927253,Female,25.18885392863743,84.11435011775242,3.0992755602203417,One-Year,Credit Card,1.0,High Risk
CUST00065,46.465345947449165,Male,16.610960940815957,87.79276032395359,3.3178630735343155,One-Year,Mailed Check,2.0,Low Risk
CUST00066,,Male,13.360061234245649,66.31666967754184,3.6302921300914264,Two-Year,Electronic Check,1.0,Low Risk
CUST00067,65.86749933492212,Male,16.62736837035412,122.69734064542257,19.221610564935922,Two-Year,Electronic Check,1.0,Medium Risk
CUST00068,46.96494890436746,Male,25.180893948671258,70.96287336748507,4.381462730073073,Two-Year,Mailed Check,0.0,Low Risk
CUST00069,56.25833992714016,Male,21.03465400203945,45.38020658474945,9.96223114896343,Month-to-Month,Electronic Check,1.0,Low Risk
CUST00070,50.739397403314236,Female,18.8600929462596,163.70640005211212,10.252979165984051,Two-Year,,1.0,Medium Risk
CUST00071,76.09605647657065,Female,21.90107637254295,47.521262986855504,5.1392836631089445,Month-to-Month,Credit Card,3.0,Low Risk
CUST00072,63.02727489497942,Female,11.368448129458322,171.2064695458907,11.99583922405371,Two-Year,Mailed Check,2.0,Low Risk
CUST00073,,Male,10.15934080632905,59.531083897970774,8.680555422542513,Month-to-Month,Mailed Check,1.0,Low Risk
CUST00074,39.44002216979818,Male,13.264828510840102,73.7012321435669,8.339121201774843,Two-Year,Mailed Check,1.0,Low Risk
CUST00075,42.724277797056175,Male,12.590849263540054,62.80527125635088,3.027810410428993,Month-to-Month,Mailed Check,2.0,High Risk
CUST00076,39.534618056105494,Male,26.002292250970335,84.66060312840986,14.67111424865001,Two-Year,Bank Transfer,3.0,Low Risk
CUST00077,45.20618739975645,Female,,142.52585443955647,25.696882919734698,One-Year,Credit Card,1.0,Medium Risk
CUST00078,56.106407665036,Male,13.323585329719585,17.524063051593608,14.890157406100471,Month-to-Month,Bank Transfer,2.0,High Risk
CUST00079,40.282757699715035,Male,,57.66183500961915,12.664575278376928,Month-to-Month,Bank Transfer,0.0,Low Risk
CUST00080,42.709676117889174,Female,20.0,125.69382631408129,16.46702652416994,One-Year,Electronic Check,2.0,Medium Risk
CUST00081,45.07014659330562,Male,8.466732231839,42.710235365019315,9.599278032125167,Month-to-Month,Credit Card,1.0,Low Risk
CUST00082,47.48056277879162,Female,26.011021558387426,60.00180993410635,4.013031998301614,Two-Year,Mailed Check,2.0,Low Risk
CUST00083,,Female,24.91378327650306,37.638522876987764,8.164786858158509,Two-Year,Electronic Check,1.0,Low Risk
CUST00084,21.796297122864644,Male,23.797506444911164,87.52046400070903,7.637012523750926,Month-to-Month,Bank Transfer,0.0,Low Risk
CUST00085,44.384042445112634,Male,26.33103076543863,36.49068019817144,4.4751683013035874,One-Year,Bank Transfer,3.0,Low Risk
CUST00086,47.55221421330204,Male,17.587240616532767,93.99303158890986,20.8593521333478,One-Year,Bank Transfer,1.0,High Risk
CUST00087,35.12477544217629,Female,14.68083471806073,91.83574548267734,12.718115708790105,Two-Year,Credit Card,2.0,Low Risk
CUST00088,30.77611922413815,Female,24.85858868153547,86.27355755422505,10.804669058597561,One-Year,Credit Card,1.0,Low Risk
CUST00089,40.65138000379846,Male,15.67026326019225,76.60717254545115,10.893141537355975,,Credit Card,3.0,Medium Risk
CUST00090,40.5066390451677,Female,6.754791065369914,128.62088690596312,12.315041425057863,One-Year,Credit Card,3.0,Medium Risk
CUST00091,,Male,8.837117262953493,98.78650599908168,17.32245324086707,Two-Year,Electronic Check,2.0,Low Risk
CUST00092,42.23020343760395,Male,7.727420990183104,96.57305575604565,6.0141704712287405,Two-Year,Electronic Check,0.0,Low Risk
CUST00093,52.92271671418597,Male,23.76275893013393,18.563387044591224,,Month-to-Month,Bank Transfer,4.0,Low Risk
CUST00094,64.58508191497292,Male,6.905540061655037,41.37782598753511,1.5929902606613653,One-Year,Bank Transfer,0.0,Low Risk
CUST00095,39.28860523599352,Male,13.28560782943467,128.91624900366497,23.99410764708332,One-Year,Bank Transfer,2.0,Medium Risk
CUST00096,64.73495802245218,Male,20.0,140.64239553865596,13.874778047177081,One-Year,Bank Transfer,2.0,Medium Risk
CUST00097,30.849278695672517,Female,24.61211021804055,87.44251463738127,8.789487918115261,Two-Year,Credit Card,1.0,Low Risk
CUST00098,18.664166051444546,Female,6.431792442788121,138.11231213518684,14.387303117545711,Month-to-Month,Credit Card,2.0,Medium Risk
CUST00099,31.678943093112792,Male,25.211477251442645,96.30568398220359,8.616738365320442,Two-Year,Electronic Check,2.0,Low Risk
CUST00100,39.44743019023617,Male,9.171389935840834,69.44833903026807,6.898585399174521,,Electronic Check,3.0,Low Risk
CUST00101,39.99500279848125,Female,19.44084011063476,79.64744094218904,10.014437951547366,Month-to-Month,Bank Transfer,1.0,Low Risk
CUST00102,,Female,10.153156333715216,75.28753971591784,1.0,Two-Year,Bank Transfer,2.0,High Risk
CUST00103,,Female,14.126190630318575,55.115717779065776,7.619065250404166,Two-Year,Mailed Check,2.0,Low Risk
CUST00104,64.25612229315712,Female,25.324201558061755,,3.6043988386099595,One-Year,Mailed Check,4.0,Low Risk
CUST00105,39.288331307610676,,25.99812732026888,86.02047086461815,4.228002400207242,Month-to-Month,Mailed Check,0.0,Low Risk
CUST00106,24.89216769407727,Male,15.93393059105529,94.81002609343192,6.096256353802792,Month-to-Month,Electronic Check,3.0,Low Risk
CUST00107,32.90078672986578,Female,25.34326196190426,89.90451103029149,7.10566736080102,Month-to-Month,Bank Transfer,2.0,Low Risk
CUST00108,41.24529280844059,Female,20.0,136.42306026435978,14.756987598809067,Two-Year,Bank Transfer,3.0,Medium Risk
CUST00109,27.474238964487654,Male,17.53079483236887,86.38870955756836,26.631442930607008,Two-Year,Credit Card,3.0,Low Risk
CUST00110,50.4034870279726,Male,20.0,137.51294978588868,13.28607719100943,One-Year,Electronic Check,0.0,Medium Risk
CUST00111,21.848610644981395,Male,,69.2239068961137,1.569026448100078,Month-to-Month,Electronic Check,3.0,High Risk
CUST00112,52.02669047551775,Male,7.5058802603479915,58.838830733434115,18.09184001203701,Month-to-Month,Bank Transfer,3.0,Low Risk
CUST00113,63.536420746941616,Female,24.133045674466402,18.01943206090052,9.917116250012176,Two-Year,Mailed Check,1.0,Low Risk
CUST00114,43.7393355639751,Female,9.594870154162505,89.19821845502476,13.318019887876185,Month-to-Month,Bank Transfer,3.0,Low Risk
CUST00115,25.363726170757694,Male,5.336000767436491,40.07554763991854,6.962887811946109,Month-to-Month,Credit Card,1.0,Low Risk
CUST00116,35.2748874549783,Female,15.610760736290054,28.073574618268772,7.216903036454726,,Bank Transfer,4.0,Low Risk
CUST00117,35.45298511965164,Male,,30.91831342734553,4.734700361625723,,Credit Card,1.0,Low Risk
CUST00118,26.691063099535235,Male,21.294881473661935,57.90686994198009,9.215515768284721,One-Year,Bank Transfer,0.0,Low Risk
CUST00119,33.66949763236983,Male,8.31293093706914,28.237599160114165,12.257210244548407,One-Year,Electronic Check,3.0,Low Risk
CUST00120,67.83383782303393,Female,24.347707763550392,39.79610682330511,6.125827437222641,Two-Year,Bank Transfer,3.0,Low Risk
CUST00121,36.417098754954374,Female,27.22849942937779,67.69012792323147,15.341205462596932,One-Year,Credit Card,2.0,Low Risk
CUST00122,53.200124693967794,Female,6.189671017369334,33.985222568652084,8.69702536352783,Month-to-Month,,4.0,Low Risk
CUST00123,31.09174945102285,Female,23.87847183681484,59.10742692191866,1.0,Month-to-Month,Electronic Check,4.0,Low Risk
CUST00124,,Female,25.735401710631482,95.19955175276135,7.007989623435002,One-Year,Electronic Check,2.0,Low Risk
CUST00125,59.988253565442186,Male,17.03228289076447,138.5782937474556,18.96938254136841,,Electronic Check,3.0,Medium Risk
CUST00126,46.82245994523084,Female,22.32076035538394,91.36226572745909,6.520415274373318,Two-Year,Bank Transfer,2.0,Low Risk
CUST00127,35.232980967841144,Male,24.212555312961285,63.52002528531882,17.44118953277903,One-Year,Credit Card,1.0,Low Risk
CUST00128,26.078413141940846,Male,15.865224749807151,90.54033782178024,5.747343582860518,Month-to-Month,Bank Transfer,0.0,Low Risk
CUST00129,45.39120464155589,Female,24.098471718205587,53.06746765552237,10.039324232469136,One-Year,Credit Card,2.0,Low Risk
CUST00130,38.406876226952114,Female,15.997413674291273,57.408857281815344,3.7570758684072727,Two-Year,Bank Transfer,2.0,Low Risk
CUST00131,49.381373988498304,Female,8.578073110617465,67.0341846188611,2.9395543448983483,Two-Year,Credit Card,1.0,Low Risk
CUST00132,60.001720162170535,Male,24.227215491967723,56.51298206808122,10.12610276410588,Two-Year,Mailed Check,1.0,Low Risk
CUST00133,,Female,5.595811954182182,86.15175357008289,7.502752856903704,Two-Year,Bank Transfer,3.0,Low Risk
CUST00134,22.933221537003607,Female,9.984413671288472,144.1664688772804,35.29623819427941,One-Year,Mailed Check,2.0,Medium Risk
CUST00135,61.9290100056544,Female,10.756706757095454,34.85330779474872,21.125649563571795,Two-Year,Mailed Check,2.0,Low Risk
CUST00136,51.26076796078253,Male,24.728321769659992,70.23269468726403,9.821242455031802,,,1.0,Low Risk
CUST00137,40.66218967335866,Male,18.218642881187844,74.87979466851608,10.69786246846662,One-Year,Bank Transfer,3.0,Low Risk
CUST00138,27.106105805897393,Male,6.91392014686576,54.15543561423233,6.958573580400578,Month-to-Month,Electronic Check,3.0,Low Risk
CUST00139,57.685729308494345,,26.635403902983953,26.99045521712315,18.874577651512148,One-Year,Credit Card,1.0,Low Risk
CUST00140,,Male,11.657024470245677,41.521596363426,25.439507776436198,,Bank Transfer,1.0,Low Risk
CUST00141,46.01509308669809,Male,27.46584347219283,52.591714568106326,12.879306283700888,One-Year,Credit Card,2.0,Low Risk
CUST00142,42.13727658057011,Female,17.469386719003758,62.27041276071035,6.879951347539809,Two-Year,Electronic Check,3.0,Low Risk
CUST00143,54.81346811799537,Female,24.928726297171323,86.2545418717724,5.83895338039108,Two-Year,Mailed Check,4.0,Low Risk
CUST00144,30.49236425908716,Female,25.32734271018152,72.20888812424515,30.956043180622732,Month-to-Month,Credit Card,2.0,Low Risk
CUST00145,45.37348986952532,Female,16.504463771975043,156.66955614005536,9.126805879869128,Two-Year,Electronic Check,3.0,Medium Risk
CUST00146,24.333481698198767,Female,18.810136471573113,89.22406431880216,11.420627854790752,Two-Year,Mailed Check,1.0,Low Risk
CUST00147,28.785308087446552,Female,26.97983810153297,50.862806580448805,14.307277706817388,Month-to-Month,Bank Transfer,2.0,Low Risk
CUST00148,39.373622006619634,Female,18.2392304514319,,1.2075276359328826,Month-to-Month,Bank Transfer,0.0,Low Risk
CUST00149,26.255572533441857,Female,20.133150294585988,,1.1049213023907085,Month-to-Month,,1.0,Low Risk
CUST00150,37.37374397927384,Female,11.9041201696353,35.490220549412776,11.358623157421714,One-Year,Bank Transfer,4.0,High Risk
CUST00151,34.539393524012745,Male,20.0,122.00072249393912,8.08892252024288,Month-to-Month,Credit Card,0.0,Medium Risk
CUST00152,44.830719009233796,Female,11.970691702062378,80.93699844461835,1.9779619856200257,Month-to-Month,Mailed Check,2.0,Low Risk
CUST00153,58.1642419994085,Female,,51.947356495294855,2.5843967990005323,Two-Year,Bank Transfer,2.0,Low Risk
CUST00154,35.964950750297824,Male,6.383862761428238,57.26864237737194,4.33086078730463,Two-Year,Mailed Check,2.0,Low Risk
CUST00155,30.98169360520119,Male,25.30761477726038,65.58832290006647,1.0,Month-to-Month,Mailed Check,4.0,Low Risk
CUST00156,33.56168433514595,Male,11.800081317210022,31.61656335002855,10.180254604853221,Two-Year,Electronic Check,,Low Risk
CUST00157,36.84140694573925,Male,14.901775790840802,,16.591397820727845,Month-to-Month,Credit Card,2.0,Low Risk
CUST00158,36.027891934453564,Female,25.601208648856794,18.924229840759942,8.12310225274148,Two-Year,Bank Transfer,3.0,High Risk
CUST00159,31.69489701879955,Male,23.914710125186765,61.18836906486272,7.712501911644223,Month-to-Month,Mailed Check,4.0,Low Risk
CUST00160,,Female,16.982791133292288,67.87357125258947,4.842487173981452,Two-Year,Electronic Check,3.0,Low Risk
CUST00161,44.635272874961686,Female,18.37401851797332,45.90461352068155,8.97618993764199,One-Year,Bank Transfer,1.0,Low Risk
CUST00162,51.69025871521583,Female,24.24074392215035,58.873956366138664,,Two-Year,Bank Transfer,0.0,Low Risk
CUST00163,19.943768234921343,Male,25.563725393086656,74.85303050535752,13.797479441337291,Month-to-Month,,1.0,Low Risk
CUST00164,49.07893181503999,Male,25.260472624112996,97.65650588788615,,One-Year,Bank Transfer,2.0,Low Risk
CUST00165,30.885319933221282,Female,23.857481346554007,64.08054809748312,3.6592695405029234,One-Year,Credit Card,3.0,Low Risk
CUST00166,63.858136889012485,Female,25.85341784306082,85.40705443759195,19.53165902132109,Two-Year,Credit Card,0.0,Low Risk
CUST00167,50.60646727441503,Male,13.12092285596897,117.50630674960846,9.131038584858313,Month-to-Month,Bank Transfer,1.0,Medium Risk
CUST00168,56.093648323227,Female,24.68591918377088,75.9548782118819,22.589368573771015,Month-to-Month,Bank Transfer,2.0,Low Risk
CUST00169,25.791091694667752,Male,12.379294912982887,77.88864061958745,8.769842212504368,One-Year,Electronic Check,0.0,Low Risk
CUST00170,54.3757464561847,Male,14.546662129550118,58.35535319775476,12.178505388395227,One-Year,,1.0,Low Risk
CUST00171,22.311209095818903,Female,20.0,127.42204742530782,,Two-Year,,2.0,Medium Risk
CUST00172,28.029816905933984,Female,11.754574686966773,13.81487821587126,2.7539747983078273,Month-to-Month,Electronic Check,4.0,Low Risk
CUST00173,42.70208952879274,Female,25.08023212635316,29.83020126308925,4.525485285936432,Month-to-Month,Credit Card,7.0,Low Risk
CUST00174,33.38369692577548,Female,9.914117743672255,71.32468172105783,27.452740785731923,Month-to-Month,Credit Card,1.0,Low Risk
CUST00175,53.99954717019547,Female,12.78831057096215,89.96269123223806,,Month-to-Month,,2.0,Low Risk
CUST00176,35.162833077317956,Male,15.979132294341772,65.95149902449744,2.9570611817351655,One-Year,Electronic Check,0.0,Low Risk
CUST00177,39.141467668926516,Female,26.52300674184345,91.22016181186055,7.377669677936214,Month-to-Month,Bank Transfer,1.0,Low Risk
CUST00178,35.61029161005565,Male,8.345128413914459,83.14453873812451,1.7913077875843646,Two-Year,Electronic Check,1.0,Low Risk
CUST00179,77.23852616248848,Male,18.87651651285129,67.41336433105097,5.3900030866691875,Month-to-Month,Mailed Check,3.0,Low Risk
CUST00180,37.49401885738779,Female,5.949379940768674,135.98194200814385,23.129297003598182,Two-Year,Bank Transfer,2.0,Medium Risk
CUST00181,62.809532002493604,Male,26.172539488202787,37.219470535525055,4.797324439777073,Two-Year,Electronic Check,1.0,High Risk
CUST00182,28.21721955006828,Female,26.214220165485635,86.14452998061574,8.5391358167152,One-Year,Mailed Check,2.0,Low Risk
CUST00183,39.94227345624772,Male,22.344878400710307,78.83091904396272,7.6576876294253715,Month-to-Month,Mailed Check,2.0,Low Risk
CUST00184,29.066712951373148,,15.437462081811464,53.099000868343225,5.411264342288778,Month-to-Month,Electronic Check,2.0,Low Risk
CUST00185,48.83684165583285,Male,13.347198924358295,58.02645625606793,23.503764215174044,Two-Year,Electronic Check,4.0,Low Risk
CUST00186,21.181889147317065,Female,23.69392636252183,80.15963550411429,11.08300246565622,Two-Year,,,Low Risk
CUST00187,30.003398730880875,Male,21.521390123949296,52.628914367391644,5.403077007509621,Month-to-Month,Bank Transfer,0.0,Low Risk
CUST00188,27.030609802817544,Female,26.804195781763,62.41933497653534,3.943041949120951,Two-Year,Bank Transfer,4.0,Low Risk
CUST00189,36.86285483915639,Male,8.994206030488382,149.45800386298822,7.672007030320371,One-Year,,1.0,Medium Risk
CUST00190,37.72505439865754,Male,7.230141780830277,149.3844874112463,11.086964262135663,,Credit Card,2.0,Medium Risk
CUST00191,26.496777115042306,Male,17.613717411970416,47.47444716591727,3.845949689081913,Two-Year,Electronic Check,1.0,Low Risk
CUST00192,72.95610552448531,Male,10.598301741374605,82.2933222427467,6.956620121914842,Month-to-Month,,2.0,Low Risk
CUST00193,34.61683227995853,Female,2.893988187925933,134.53955982401726,21.97333422150844,,Credit Card,8.0,High Risk
CUST00194,49.144439877574705,Female,16.839519388079292,35.29733866499911,9.600861663765528,One-Year,Electronic Check,3.0,Low Risk
CUST00195,38.10360768681089,Male,,50.455248615703525,11.361827153581412,One-Year,,1.0,Low Risk
CUST00196,48.39173023778953,Female,11.409492888967062,51.5255065471964,1.6078933955913182,Month-to-Month,,2.0,High Risk
CUST00197,55.76228943622886,Female,6.034230405116214,73.90994347384137,5.849784524094453,Month-to-Month,,1.0,Low Risk
CUST00198,20.555150040730204,Female,24.825302063019798,61.42266094653853,13.0053703400071,Month-to-Month,Electronic Check,1.0,Medium Risk
CUST00199,28.690957512476007,Female,11.305118491970116,42.82622196105585,17.32321006624815,Two-Year,Credit Card,0.0,Low Risk
CUST00200,62.61176118900292,Male,15.736910541367639,131.08054073784865,9.970442927476602,Month-to-Month,Mailed Check,5.0,Medium Risk
CUST00201,46.89345777354342,Female,24.30079175564454,77.66180712218573,13.914518352761917,Two-Year,Credit Card,2.0,Low Risk
CUST00202,52.25114271369621,Female,25.423428653342278,70.19315116805302,2.4728656927910344,Two-Year,Mailed Check,2.0,Low Risk
CUST00203,26.891363052809652,Female,24.115299834572653,81.44033050758728,8.380102366508023,Month-to-Month,Electronic Check,5.0,Low Risk
CUST00204,52.25261497002703,Male,25.693821037108986,83.48852888437492,8.323391211301582,Two-Year,Bank Transfer,2.0,Low Risk
CUST00205,43.99247684187815,Male,22.44931373938733,65.60710215447622,1.6359081535766689,One-Year,Electronic Check,1.0,Low Risk
CUST00206,41.92119161851455,Male,1.0,136.25827393169752,20.50546407088107,One-Year,Bank Transfer,2.0,Medium Risk
CUST00207,52.90147940057603,Male,12.72203936996793,24.980632517134914,18.875778854947573,One-Year,Mailed Check,1.0,High Risk
CUST00208,63.615451725645116,Female,15.936693445263465,44.99364485389556,22.326895783911233,Month-to-Month,Electronic Check,1.0,Low Risk
CUST00209,37.93685923243222,Female,26.263107394742256,54.26712241379946,9.200938382546713,Month-to-Month,Mailed Check,0.0,Low Risk
CUST00210,57.13475568729899,Female,16.249951757387045,83.7803060986238,3.2239213607131587,Two-Year,Credit Card,2.0,Low Risk
CUST00211,68.6739994013461,Male,14.295710383452425,52.91599604715571,17.326968755862897,One-Year,Credit Card,2.0,Low Risk
CUST00212,50.58715358360303,Female,25.54802095910738,50.87811374981575,9.52257631761652,Month-to-Month,Credit Card,2.0,Low Risk
CUST00213,72.64954417027994,Male,25.060941309681983,47.21371345821755,10.384593369634418,Month-to-Month,Mailed Check,7.0,Low Risk
CUST00214,48.82623612933943,Female,13.354463781475905,121.38916680086896,7.938002675781765,One-Year,Mailed Check,1.0,Medium Risk
CUST00215,23.757111060702922,Female,13.995469307328031,50.30510709675907,14.922732949465829,Month-to-Month,Bank Transfer,5.0,Low Risk
CUST00216,34.52869633720351,Female,23.179026017059932,77.01055596078338,4.376101363132848,One-Year,Credit Card,1.0,Low Risk
CUST00217,52.982623475144095,Male,5.317097802580338,30.29189012871027,13.244694716609214,One-Year,Credit Card,4.0,Low Risk
CUST00218,33.69799644551873,Female,25.435375542892174,23.709571235430786,33.69201691827863,Two-Year,Mailed Check,2.0,Low Risk
CUST00219,48.1041198254112,Male,12.932368585567431,96.34092529691152,5.02831458564132,,Credit Card,0.0,Low Risk
CUST00220,24.822863651184274,Female,24.96216233619812,31.448668043122602,14.169217662729903,One-Year,Mailed Check,1.0,Low Risk
CUST00221,45.8455628309536,Male,25.731708132384984,75.19419283899688,4.1487163295223635,One-Year,Mailed Check,3.0,Low Risk
